Product Description	Price	Prime Status	Product URL	Stars	Number of Reviews
ASUS Dual NVIDIA GeForce RTX 3050 V2 OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 14 Gbps PCIE 4.0, GPU Tweak III, DUAL-RTX3050-O8G-V2	259,	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-128-bit-DUAL-RTX3050-O8G-V2/dp/B0BY6XKC5K/ref=sr_1_18?keywords=gpu&qid=1699878668&sr=8-18	4,4 su 5 stelle	6
XFX SPEEDSTER QICK319 RADEON RX 6750XT CORE Gaming Scheda Grafica con 12GB GDDR6 HDMI 3xDP, AMD RDNA™ 2 (RX-675XYJFDP)	426,	Non-Prime	https://www.amazon.it/XFX-SPEEDSTER-QICK319-Grafica-RX-675XYJFDP/dp/B0B34M1YLW/ref=sr_1_19?keywords=gpu&qid=1699878668&sr=8-19	4,6 su 5 stelle	664
MSI GeForce RTX™ 4060 Ti VENTUS 3X 8G OC, Scheda Video Gaming - Memoria 8GB GDDR6 ( 18Gbps/128-bit), PCI Express® Gen 4 x 16, DisplayPort x 3 (v1.4a), Torx Fan 4.0, HDMI 2.1a, Zero Frozr	456,	Non-Prime	https://www.amazon.it/MSI-GeForce-VENTUS-Scheda-Gaming/dp/B0C4F9HCF6/ref=sr_1_20?keywords=gpu&qid=1699878668&sr=8-20	4,4 su 5 stelle	127
ASUS NVIDIA GeForce GT 730, Scheda Grafica, 2GB GDDR5, PCIe 2.0, HDMI, DVI, D-Sub, Supporta Fino a 3 Monitor, Design a due Slot, Ridotto Consumo Energetico, GPU Tweak II, Blu/Nero	79,	Non-Prime	https://www.amazon.it/GeForce-Grafica-Supporta-Monitor-Energetico/dp/B01A9GJ55K/ref=sr_1_21?keywords=gpu&qid=1699878668&sr=8-21	4,4 su 5 stelle	811
ASUS Dual NVIDIA GeForce RTX 4070 OC Edition Scheda Grafica, 12 GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU Tweak III, DUAL-RTX4070-O12G-WHITE	693,	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-192-bit-DUAL-RTX4070-O12G-WHITE/dp/B0C1T4NSFB/ref=sr_1_22?keywords=gpu&qid=1699878668&sr=8-22	4,7 su 5 stelle	32
Asus Dual GeForce RTX 3060 Ti V2 OC Edition Scheda Grafica, 8 GB GDDR6, PCIe 4.0, 2 HDMI 2.1, 3 DisplayPort 1.4a, Funzione Boost Clock, Due Ventole Axial-Tech, GPU Tweak II, LHR, Nero	721,	Non-Prime	https://www.amazon.it/ASUS-GeForce-DisplayPort-Funzione-Axial-Tech/dp/B098R4K8PV/ref=sr_1_23?keywords=gpu&qid=1699878668&sr=8-23	4,5 su 5 stelle	217
Scheda grafica da gioco ZOTAC GEFORCE RTX 3060 Twin Edge da 12 GB GDDR6	318,	Non-Prime	https://www.amazon.it/Scheda-grafica-gioco-ZOTAC-GEFORCE/dp/B08WRF18SC/ref=sr_1_24?keywords=gpu&qid=1699878668&sr=8-24	4,5 su 5 stelle	243
Scheda Grafica RX 580, Scheda Grafica GDDR5 da 8 GB 256 Bit con GPU 1284 MHz, 60 Hz 4K, PCI Express 3.0, 2 Ventole di Raffreddamento, Interfaccia DP HDMI DVI D	140,	Non-Prime	https://www.amazon.it/Grafica-Express-Ventole-Raffreddamento-Interfaccia/dp/B0B8Q724XQ/ref=sr_1_25?keywords=gpu&qid=1699878668&sr=8-25	3,8 su 5 stelle	57
ASUS Dual NVIDIA GeForce RTX 4070 OC Edition Scheda Grafica, 12 GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU Tweak III, DUAL-RTX4070-O12G	665,	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-192-bit-DUAL-RTX4070-O12G/dp/B0BY2KSKL9/ref=sr_1_26?keywords=gpu&qid=1699878668&sr=8-26	4,4 su 5 stelle	64
PNY Quadro GP100 Professional Scheda grafica 16GB HBM2 PCI Express 3.0 x16, doppio slot, 4x DisplayPort, 1x DVI-I DL, supporto 5K, ventola attiva ultrasilenziosa	4.556,	Non-Prime	https://www.amazon.it/PNY-nVidia-Quadro-Scheda-Grafica/dp/B06X9X9PSS/ref=sr_1_27?keywords=gpu&qid=1699878668&sr=8-27	4,5 su 5 stelle	339
ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti OC Edition Scheda Grafica, 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU NVIDIA Ampere, TUF-RTX4070TI-O12G-GAMING	977,	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-192-bit-TUF-RTX4070TI-O12G-GAMING/dp/B0BNW6598Y/ref=sr_1_28?keywords=gpu&qid=1699878668&sr=8-28	4,5 su 5 stelle	115
Scheda Video MAXSUN AMD Radeon RX 550 Scheda Grafica 4GB GDDR5 ITX per computer PC, Gaming, Video, GPU 128-bit DirectX 12 PCI Express X16 3.0 DVI-D Dual Link, HDMI, DisplayPort	119,	Non-Prime	https://www.amazon.it/MAXSUN-RX-550-Computer-DisplayPort/dp/B08VHWFWSD/ref=sr_1_29?keywords=gpu&qid=1699878668&sr=8-29	4,1 su 5 stelle	1.082
XFX VGA RADEON RX 6600 SPEEDSTER SWFT 210 8GB GDDR6	219,	Non-Prime	https://www.amazon.it/XFX-SPEEDSTER-RADEON-grafica-RX-66XL8LFDQ/dp/B09HHLX543/ref=sr_1_30?keywords=gpu&qid=1699878668&sr=8-30	4,6 su 5 stelle	2.525
GIGABYTE VGA AMD RX 6600 EAGLE 8G	222,	Non-Prime	https://www.amazon.it/GIGABYTE-VGA-AMD-6600-EAGLE/dp/B09JCKJ2G9/ref=sr_1_31?keywords=gpu&qid=1699878668&sr=8-31	4,4 su 5 stelle	330
Lian-Li Kit GPU Verticale VG4-4X - Nero	76,	Non-Prime	https://www.amazon.it/Lian-Li-Kit-GPU-Verticale-VG4-4X/dp/B0C84PKRCZ/ref=sr_1_32?keywords=gpu&qid=1699878668&sr=8-32	4,5 su 5 stelle	22
LINKUP - AVA5 Cavo Riser PCIE 5.0┃Pronto Futuro per Supporto GPU Verticale Gen 5┃Velocità x16 128GB/s con Ritiming del Link e Correzione Errori di Potenza┃PCIE 4.0 Compatibile┃Angolo Retto, Nero 15cm	88,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NzQ5MTI0NjQ4MDA3NjgxOjE2OTk4Nzg2Njg6c3BfbXRmOjMwMDA4OTk0NDc1MTgzMjo6MDo6&url=%2FLINKUP-5-0%25E2%2594%2583Pronto-5%25E2%2594%2583Velocit%25C3%25A0-Potenza%25E2%2594%2583PCIE-Compatibile%25E2%2594%2583Angolo%2Fdp%2FB0CC3SZZ7R%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dgpu%26qid%3D1699878668%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,5 su 5 stelle	2.010
HP AMD FirePro 2270 NVIDIA QUADRO RTX5000 16GB CTLR	1.719,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NzQ5MTI0NjQ4MDA3NjgxOjE2OTk4Nzg2Njg6c3BfbXRmOjIwMTQxNDI2NjQ1NDk4OjowOjo&url=%2FHP-NVIDIA-Quadro-5000-16GB%2Fdp%2FB07PJSNX3F%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dgpu%26qid%3D1699878668%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,7 su 5 stelle	2
PELADN AMD Radeon RX580 8GB Scheda grafica (Gaming). per Giochi, Streaming, Media, Editing Video e Graphic Design. Basso consumo (130 W)	119,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NzQ5MTI0NjQ4MDA3NjgxOjE2OTk4Nzg2Njg6c3BfbXRmOjMwMDAwMTY1MzY2OTczMjo6MDo6&url=%2Fgrafica-Streaming-Editing-Graphic-Design%2Fdp%2FB0C7WHJ55L%2Fref%3Dsr_1_35_sspa%3Fkeywords%3Dgpu%26qid%3D1699878668%26sr%3D8-35-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,9 su 5 stelle	7
CINNANI Supporto scheda grafica, Staffa per GPU 30-50MM, Staffa di Supporto in lega di alluminio e magnesio Nero, Supporto Scheda Video, GPU Stütze Bracke	10,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NzQ5MTI0NjQ4MDA3NjgxOjE2OTk4Nzg2Njg6c3BfbXRmOjMwMDA4MDAyNTE0MTUzMjo6MDo6&url=%2FCINNANI-Supporto-grafica-alluminio-magnesio%2Fdp%2FB0CC2V6PPY%2Fref%3Dsr_1_36_sspa%3Fkeywords%3Dgpu%26qid%3D1699878668%26sr%3D8-36-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,7 su 5 stelle	23
EZDIY-FAB Cavo di Alimentazione Della GPU,Connettore PCIe 5.0 da 16Pin (12+4) 12VHPWR Maschio a 3X PCIE 8 PIN per RTX 4070Ti/4080/3090Ti,con Pettini per Cavi Preinstallati-16AWG/Bianco Puro	19,	Non-Prime	https://www.amazon.it/EZDIY-FAB-Alimentazione-Connettore-12VHPWR-Preinstallati-16AWG/dp/B0BXNN3PYB/ref=sr_1_37?keywords=gpu&qid=1699878668&sr=8-37	4,0 su 5 stelle	22
Uyubao Supporto Scheda Grafica GPU, Supporto Scheda Video, Supporto GPU, M(50mm-80mm)	7,	Non-Prime	https://www.amazon.it/Uyubao-Supporto-Scheda-Grafica-50mm-80mm/dp/B0CBTZVR3Y/ref=sr_1_38?keywords=gpu&qid=1699878668&sr=8-38	4,6 su 5 stelle	136
Corsair Adattatore iCUE LINK GPU RGB - Integrazione dell'ecosistema iCUE LINK per blocchi d'acqua GPU Hydro X Series XG7, XG5 (2020-2023) - Nero	31,	Non-Prime	https://www.amazon.it/Corsair-Adattatore-iCUE-LINK-dellecosistema/dp/B0CDHDBQMJ/ref=sr_1_39?keywords=gpu&qid=1699878668&sr=8-39	N/A	Ulteriori opzioni di acquisto
glotrends GPU Riser Cavo PCI-E 3.0 X16 Cavo di prolunga 300 mm Adattatore 90 gradi	25,	Non-Prime	https://www.amazon.it/glotrends-Riser-prolunga-Adattatore-gradi/dp/B0C415J7JG/ref=sr_1_40?keywords=gpu&qid=1699878668&sr=8-40	4,4 su 5 stelle	4
AABCOOLING Thermopad 130x20x2 2,4W/mK - Efficiente Pad Termico per Dissipatore CPU/GPU | Sostituzione per Pasta Termica | Thermal Pad | Pad Termoconduttivo	5,	Non-Prime	https://www.amazon.it/AAB-Cooling-Thermopad-130x20x2-Conduttivit%C3%A0/dp/B075FNCSZM/ref=sr_1_41?keywords=gpu&qid=1699878668&sr=8-41	4,2 su 5 stelle	14
nVidia Tesla K80 GPU di rastrello processore – 2 GPU – Kepler – 24 GB	3.498,	Non-Prime	https://www.amazon.it/Nvidia-K80-GPU-rastrello-processore-Kepler/dp/B00SLOWCPI/ref=sr_1_42?keywords=gpu&qid=1699878668&sr=8-42	N/A	Disponibilità: solo 2
Asus ROG Strix LC NVIDIA GeForce RTX 3080 Ti OC Edition Scheda Grafica, 12 GB GDDR6X, PCIe 4.0, HDMI 2.1, DisplayPort 1.4a, Raffreddamento a Liquido, PSU Consigliata 850W, RGB, GPU Tweak II, Nero	N/A	Non-Prime	https://www.amazon.it/ASUS-GeForce-DisplayPort-Raffreddamento-Consigliata/dp/B096KY13Q7/ref=sr_1_43?keywords=gpu&qid=1699878668&sr=8-43	4,3 su 5 stelle	4
Scheda Video MAXSUN AMD Radeon RX 550 Basso Profilo 4GB GDDR5 sff Computer PC Gaming Video Scheda grafica GPU 128-Bit DirectX 12 PCI Express X16 3.0, HDMI, DisplayPort	129,	Non-Prime	https://www.amazon.it/RX-550-Profilo-Computer-DisplayPort/dp/B09SKZSDRT/ref=sr_1_44?keywords=gpu&qid=1699878668&sr=8-44	4,2 su 5 stelle	151
1 Pezzi Supporto Scheda Grafica, Scheda Video e GPU/Custodia per Fondina, Alluminio aerospaziale anodizzato	8,	Non-Prime	https://www.amazon.it/Supporto-Custodia-Alluminio-aerospaziale-anodizzato/dp/B0BG8CMYXL/ref=sr_1_45?keywords=gpu&qid=1699878668&sr=8-45	4,4 su 5 stelle	94
ASUS TUF Gaming NVIDIA GeForce RTX 3070 Ti OC Edition V2 Scheda Grafica Gaming, OpenGL 4.6, 8 GB GDDR6, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero	N/A	Non-Prime	https://www.amazon.it/ASUS-Gaming-GeForce-Grafica-DisplayPort/dp/B0BNNG8H6B/ref=sr_1_46?keywords=gpu&qid=1699878668&sr=8-46	4,4 su 5 stelle	69
maxsun Scheda Video GEFORCE GT 710 1GB Scheda grafica a basso profilo Ready GPU DirectX 12, VGA, DVI-D, HDMI, Sistema di raffreddamento passiva silenziosa con raffreddamento passivo 0 dB efficiente	59,	Non-Prime	https://www.amazon.it/MAXSUN-GT-710-raffreddamento-silenzioso/dp/B08Y5S5P55/ref=sr_1_47?keywords=gpu&qid=1699878668&sr=8-47	4,4 su 5 stelle	343
ASUS TUF Gaming GeForce RTX 4080 O16G OC Scheda Grafica Gaming, OpenGL 4.6, 16 GB GDDR6X, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero	1.439,	Non-Prime	https://www.amazon.it/ASUS-Gaming-GeForce-Grafica-DisplayPort/dp/B0BJQPQDSM/ref=sr_1_48?keywords=gpu&qid=1699878668&sr=8-48	4,3 su 5 stelle	268
ASUS ROG Strix NVIDIA GeForce RTX 4090 OC Edition Scheda Grafica, 24 GB GDDR6X 384-bit 21 Gbps PCIE 4.0, GPU Tweak III, ROG-STRIX-RTX4090-O24G-WHITE	N/A	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-384-bit-ROG-STRIX-RTX4090-O24G-WHITE/dp/B0BPYY5JBB/ref=sr_1_49?keywords=gpu&qid=1699878668&sr=8-49	4,6 su 5 stelle	21
ASUS NVIDIA GeForce GT 730 PCIe 2.0, Memoria DDR3 2 GB, Design a Slot Singolo, Auto-Extreme, GPU Tweak II, Nero	79,	Non-Prime	https://www.amazon.it/ASUS-GeForce-Carte-Graphique-Profil/dp/B0B6FT5V2B/ref=sr_1_50?keywords=gpu&qid=1699878668&sr=8-50	4,8 su 5 stelle	6
SAPLOS Radeon RX 550 Low Profile Scheda Video, 4GB, GDDR5, 128-bit, VGA DVI-D HDMI, Video Card PC Gaming, 4k Displays, Computer GPU, SFF Small Form Factor (includere mini staffa)	119,	Non-Prime	https://www.amazon.it/SAPLOS-Radeon-RX-550-Grafiche/dp/B09H5RTCWD/ref=sr_1_51?keywords=gpu&qid=1699878668&sr=8-51	4,0 su 5 stelle	22
ASUS DUAL AMD Radeon RX 7600 V2 OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 18 Gbps PCIE 4.0, GPU Tweak III, DUAL-RX7600-O8G-V2	305,	Non-Prime	https://www.amazon.it/ASUS-Radeon-Grafica-128-bit-DUAL-RX7600-O8G-V2/dp/B0C6B3147Z/ref=sr_1_52?keywords=gpu&qid=1699878668&sr=8-52	5,0 su 5 stelle	4
MAXSUN GeForce GT 730 - Scheda Video Nvidia GPU da 4 GB per computer PC Scheda Grafica 128 bit DDR3 ITX Design PCI Express DVI-I, HDMI, VGA	82,	Non-Prime	https://www.amazon.it/MAXSUN-GeForce-Design-Express-grafica/dp/B097GMQWRN/ref=sr_1_53?keywords=gpu&qid=1699878668&sr=8-53	4,2 su 5 stelle	94
upHere GPU Scheda di Supporto Nero&Bianca Scheda Grafica Scheda Video per Supporti Supporto a Sfera/Custodia per Frame, schede Singole o Doppie,G27654	11,	Non-Prime	https://www.amazon.it/upHere-Supporto-Grafica-Supporti-Custodia/dp/B08YY6D8PR/ref=sr_1_54?keywords=gpu&qid=1699878668&sr=8-54	4,2 su 5 stelle	71
Karta graficzna GeForce RTX 3060 Gaming OC 8GB GDDR6 128bit 2DP/2HDMI	295,	Non-Prime	https://www.amazon.it/Karta-graficzna-GeForce-Gaming-128bit/dp/B0BLT75J1C/ref=sr_1_55?keywords=gpu&qid=1699878668&sr=8-55	4,5 su 5 stelle	44
Fasgear Cavo di alimentazione PCIe 5.0 GPU manicotto 70 cm | Connettore 16pin (12+4) 12VHPWR per RTX 3090 Ti 4080 4090 | 3x8pin (6+2) PCI-e maschio spine compatibili per ASUS EVGA Seasonic modulare	30,	Non-Prime	https://www.amazon.it/Fasgear-alimentazione-manicotto-Connettore-compatibili/dp/B0BN1F9HJX/ref=sr_1_56?keywords=gpu&qid=1699878668&sr=8-56	4,5 su 5 stelle	333
upHere 5V ARGB Supporto GPU Scheda Grafica, 360 gradi di regolazione Supporto GPU,impedisce la Scheda Grafica Sag Holder, Supporta tutte le Schede Grafiche,Nero,GH05CK	21,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NzQ5MTI0NjQ4MDA3NjgxOjE2OTk4Nzg2Njg6c3BfYnRmOjIwMTYwMTQ2NTM0ODk4OjowOjo&url=%2FupHere-Supporto-regolazione-impedisce-Supporta%2Fdp%2FB0C27Z17JD%2Fref%3Dsr_1_57_sspa%3Fkeywords%3Dgpu%26qid%3D1699878668%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	N/A	Risparmia 15%
Bewinner Scheda Grafica RX580 8GB, GDDR5 256bit Scheda Grafica per Computer con Doppia Ventola 1284MHz 7000MHz Scheda Grafica Discreta per Giochi per Computer Desktop con HDMI, DP X 3, DVI	147,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NzQ5MTI0NjQ4MDA3NjgxOjE2OTk4Nzg2Njg6c3BfYnRmOjMwMDA2ODUyMzc5NjQzMjo6MDo6&url=%2FBewinner-Grafica-Computer-Ventola-Discreta%2Fdp%2FB0BW9HX368%2Fref%3Dsr_1_58_sspa%3Fkeywords%3Dgpu%26qid%3D1699878668%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	3,0 su 5 stelle	1
Gintai Cavo di alimentazione 10 Pin a 8 + 8 Pin per HP DL380 G9 e GPU 50 cm	25,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NzQ5MTI0NjQ4MDA3NjgxOjE2OTk4Nzg2Njg6c3BfYnRmOjMwMDAyNzQ0NDkyNzczMjo6MDo6&url=%2FGintai-Cavo-alimentazione-Pin-DL380%2Fdp%2FB08725PCJZ%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dgpu%26qid%3D1699878668%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	N/A	N/A
